time_ms,cpu_used_percent,active_workers,queue_len,completed
24710,100,5,379,616
24720,100,5,378,617
24730,100,5,378,617
24740,100,5,378,617
24750,100,5,378,617
24760,100,5,378,617
24770,100,5,378,617
24780,100,5,378,617
24790,100,5,378,617
24800,100,5,378,617
24810,100,5,378,617
24820,100,5,378,617
24830,100,5,378,617
24840,100,5,377,618
24850,100,5,377,618
24860,100,5,376,619
24870,100,5,376,619
24880,100,5,375,620
24890,100,5,375,620
24900,100,5,374,621
24910,100,5,374,621
24920,100,5,373,622
24930,100,5,373,622
24940,100,5,373,622
24950,100,5,373,622
24960,100,5,373,622
24970,100,5,373,622
24980,100,5,373,622
24990,100,5,373,622
25000,100,5,373,622
25010,100,5,373,622
25020,100,5,373,622
25030,100,5,373,622
25040,100,5,372,623
25050,100,5,372,623
25060,100,5,371,624
25070,100,5,371,624
25080,100,5,370,625
25090,100,5,370,625
25100,100,5,369,626
25110,100,5,369,626
25120,100,5,368,627
25130,100,5,368,627
25140,100,5,368,627
25150,100,5,368,627
25160,100,5,368,627
25170,100,5,368,627
25180,100,5,368,627
25190,100,5,368,627
25200,100,5,368,627
25210,100,5,368,627
25220,100,5,368,627
25230,100,5,368,627
25240,100,5,367,628
25250,100,5,367,628
25260,100,5,366,629
25270,100,5,366,629
25280,100,5,365,630
25290,100,5,365,630
25300,100,5,364,631
25310,100,5,364,631
25320,100,5,363,632
25330,100,5,363,632
25340,100,5,363,632
25350,100,5,363,632
25360,100,5,363,632
25370,100,5,363,632
25380,100,5,363,632
25390,100,5,363,632
25400,100,5,363,632
25410,100,5,363,632
25420,100,5,363,632
25430,100,5,363,632
25440,100,5,362,633
25450,100,5,362,633
25460,100,5,361,634
25470,100,5,361,634
25480,100,5,360,635
25490,100,5,360,635
25500,100,5,359,636
25510,100,5,359,636
25520,100,5,358,637
25530,100,5,358,637
25540,100,5,358,637
25550,100,5,358,637
25560,100,5,358,637
25570,100,5,358,637
25580,100,5,358,637
25590,100,5,358,637
25600,100,5,358,637
25610,100,5,358,637
25620,100,5,358,637
25630,100,5,358,637
25640,100,5,357,638
25650,100,5,357,638
25660,100,5,356,639
25670,100,5,356,639
25680,100,5,355,640
25690,100,5,355,640
25700,100,5,354,641
25710,100,5,354,641
25720,100,5,353,642
25730,100,5,353,642
25740,100,5,353,642
25750,100,5,353,642
25760,100,5,353,642
25770,100,5,353,642
25780,100,5,353,642
25790,100,5,353,642
25800,100,5,353,642
25810,100,5,353,642
25820,100,5,353,642
25830,100,5,353,642
25840,100,5,352,643
25850,100,5,352,643
25860,100,5,351,644
25870,100,5,351,644
25880,100,5,350,645
25890,100,5,350,645
25900,100,5,349,646
25910,100,5,349,646
25920,100,5,348,647
25930,100,5,348,647
25940,100,5,348,647
25950,100,5,348,647
25960,100,5,348,647
25970,100,5,348,647
25980,100,5,348,647
25990,100,5,348,647
26000,100,5,348,647
26010,100,5,348,647
26020,100,5,348,647
26030,100,5,348,647
26040,100,5,347,648
26050,100,5,347,648
26060,100,5,346,649
26070,100,5,346,649
26080,100,5,345,650
26090,100,5,345,650
26100,100,5,344,651
26110,100,5,344,651
26120,100,5,343,652
26130,100,5,343,652
26140,100,5,343,652
26150,100,5,343,652
26160,100,5,343,652
26170,100,5,343,652
26180,100,5,343,652
26190,100,5,343,652
26200,100,5,343,652
26210,100,5,343,652
26220,100,5,343,652
26230,100,5,343,652
26240,100,5,342,653
26250,100,5,342,653
26260,100,5,341,654
26270,100,5,341,654
26280,100,5,340,655
26290,100,5,340,655
26300,100,5,339,656
26310,100,5,339,656
26320,100,5,338,657
26330,100,5,338,657
26340,100,5,338,657
26350,100,5,338,657
26360,100,5,338,657
26370,100,5,338,657
26380,100,5,338,657
26390,100,5,338,657
26400,100,5,338,657
26410,100,5,338,657
26420,100,5,338,657
26430,100,5,338,657
26440,100,5,337,658
26450,100,5,337,658
26460,100,5,336,659
26470,100,5,336,659
26480,100,5,335,660
26490,100,5,335,660
26500,100,5,334,661
26510,100,5,334,661
26520,100,5,333,662
26530,100,5,333,662
